카테고리,채널명,구독자수,조회수,비디오수
음악/댄스/가수,BLACKPINK,"64,000,000","19,003,810,000",371
음악/댄스/가수,HYBE LABELS,"60,300,000","18,713,050,000",654
음악/댄스/가수,BANGTANTV,"56,400,000","12,194,960,000","1,579"
음악/댄스/가수,SMTOWN,"28,500,000","21,870,920,000","3,729"
키즈/어린이,Boram Tube Vlog [보람튜브 브이로그],"26,500,000","11,052,880,000",223
음악/댄스/가수,1MILLION Dance Studio,"24,200,000","6,694,900,000","2,897"
음악/댄스/가수,1theK (원더케이),"23,200,000","20,599,350,000","14,983"
음악/댄스/가수,JYP Entertainment,"21,600,000","13,725,340,000","1,327"
미분류,Coldplay,"19,300,000","12,771,640,000",279
음악/댄스/가수,Mnet K-POP,"18,400,000","12,947,130,000","25,395"
음악/댄스/가수,JFlaMusic,"17,200,000","3,420,990,000",279
TV/방송,KBS WORLD TV,"16,600,000","12,358,210,000","52,362"
음악/댄스/가수,officialpsy,"15,000,000","8,624,700,000",90
음식/요리/레시피,Jane ASMR 제인,"14,200,000","4,912,630,000","1,189"
음악/댄스/가수,BIGBANG,"13,800,000","6,678,340,000",773
음악/댄스/가수,TWICE,"11,500,000","2,203,720,000",592
키즈/어린이,Nao FunFun,"10,800,000","3,890,000",34
음악/댄스/가수,Stone Music Entertainment,"9,980,000","7,861,800,000","7,915"
키즈/어린이,DuDuPopTOY,"9,840,000","4,371,040,000","1,743"
음식/요리/레시피,Hongyu ASMR 홍유,"9,760,000","2,692,860,000",385
키즈/어린이,핑크퐁 (인기 동요・동화),"9,440,000","5,708,190,000","2,225"
TV/방송,MBCkpop,"9,420,000","7,361,290,000","40,659"
키즈/어린이,서은이야기[SeoeunStory],"9,370,000","3,997,100,000","1,001"
키즈/어린이,Larva TUBA,"9,320,000","4,049,880,000","2,862"
키즈/어린이,Toymong tv 토이몽TV,"9,270,000","3,823,200,000","1,832"
미분류,The Late Show with Stephen Colbert,"8,600,000","7,826,150,000","8,348"
뉴스/정치/사회,MBCentertainment,"8,380,000","14,317,700,000","85,420"
음악/댄스/가수,Mnet Official,"8,330,000","9,056,020,000","18,118"
음악/댄스/가수,iKON,"8,310,000","2,091,530,000",468
음악/댄스/가수,EXO,"8,280,000","464,730,000",201
미분류,WIRED,"8,110,000","2,607,720,000","3,220"
미분류,Nintendo,"8,020,000","2,726,300,000","5,141"
미분류,BBC Radio 1,"7,590,000","3,192,060,000","4,414"
TV/방송,M2,"7,490,000","5,527,320,000","14,278"
키즈/어린이,MariAndKids,"7,480,000","2,288,600,000",808
음식/요리/레시피,[햄지]Hamzy,"7,440,000","2,145,010,000",331
음악/댄스/가수,TOMORROW X TOGETHER OFFICIAL,"7,350,000","443,910,000",741
키즈/어린이,SonicToy소닉토이,"7,170,000","2,934,780,000",164
음악/댄스/가수,Stray Kids,"6,950,000","1,010,790,000",464
음식/요리/레시피,Travel Thirsty,"6,880,000","2,897,760,000",676
뉴스/정치/사회,JTBC Entertainment,"6,840,000","9,715,500,000","63,970"
해외,Serie A,"6,830,000","2,387,360,000","20,486"
음악/댄스/가수,SEVENTEEN,"6,800,000","2,115,840,000",870
음악/댄스/가수,Sungha Jung,"6,730,000","1,871,010,000","1,263"
음악/댄스/가수,이지금 [IU Official],"6,630,000","926,330,000",125
음식/요리/레시피,문복희 Eat with Boki,"6,470,000","1,442,870,000",422
음악/댄스/가수,ALL THE K-POP,"6,380,000","3,885,050,000","19,505"
음식/요리/레시피,쏘영 Ssoyoung,"6,360,000","933,110,000",566
음악/댄스/가수,YG ENTERTAINMENT,"6,350,000","1,630,960,000",389
TV/방송,KBS Kpop,"6,260,000","4,710,370,000","29,013"
음악/댄스/가수,GOT7,"6,040,000","754,270,000",579
음악/댄스/가수,MAMAMOO,"6,020,000","1,614,050,000",600
패션/미용,PONY Syndrome,"5,860,000","354,640,000",188
TV/방송,스브스케이팝 / SBS KPOP,"5,820,000","3,853,630,000","25,785"
회사/오피셜,Samsung,"5,770,000","999,910,000","1,551"
TV/방송,tvN DRAMA,"5,770,000","5,494,060,000","34,868"
TV/방송,SBS Entertainment,"5,720,000","6,664,750,000","216,725"
키즈/어린이,스위트티비 SweetTV,"5,600,000","2,652,210,000",503
음악/댄스/가수,ITZY,"5,540,000","960,950,000",421
TV/방송,SBS Drama,"5,480,000","5,750,870,000","340,878"
미분류,PSG - Paris Saint-Germain,"5,420,000","566,460,000","4,067"
키즈/어린이,[장난감티비]TOYTV,"5,410,000","2,632,550,000","1,464"
키즈/어린이,미니특공대TV,"5,370,000","3,017,180,000","1,105"
음악/댄스/가수,2NE1,"5,300,000","1,947,080,000",321
키즈/어린이,콩순이 • 시크릿 쥬쥬 [Kongsuni • Secret Jouju],"5,160,000","4,482,530,000","1,236"
BJ/인물/연예인,[Awesome Haeun]어썸하은,"5,150,000","797,260,000",487
음식/요리/레시피,백종원의 요리비책 Paik's Cuisine,"5,120,000","522,720,000",334
키즈/어린이,ToyMart TV,"4,950,000","2,148,510,000",651
음식/요리/레시피,야미보이 Yummyboy,"4,870,000","1,722,450,000",849
음악/댄스/가수,starshipTV,"4,790,000","2,765,660,000","1,955"
키즈/어린이,베이비버스 -인기 동요・동화,"4,740,000","3,168,870,000","1,282"
음악/댄스/가수,BT21,"4,600,000","362,480,000",193
뉴스/정치/사회,SBS NOW / SBS 공식 채널,"4,570,000","4,533,410,000","19,841"
키즈/어린이,TOY GUMA,"4,570,000","1,514,240,000",306
TV/방송,KBS Entertain,"4,470,000","7,049,340,000","99,926"
음식/요리/레시피,떵개떵,"4,470,000","2,504,860,000","4,330"
음악/댄스/가수,ASTRO 아스트로,"4,410,000","412,480,000",433
키즈/어린이,뽀로로(Pororo),"4,370,000","5,870,670,000","3,595"
음악/댄스/가수,Red Velvet,"4,340,000","592,560,000",139
TV/방송,MBCdrama,"4,330,000","4,898,830,000","53,924"
음식/요리/레시피,하루한끼 one meal a day,"4,310,000","409,700,000",162
음악/댄스/가수,TREASURE (트레저),"4,270,000","827,190,000",253
음식/요리/레시피,푸메Fume,"4,240,000","856,340,000",463
키즈/어린이,슈슈토이 Shushu ToysReview,"4,200,000","1,554,980,000",581
TV/방송,채널 NCT DAILY,"4,190,000","722,800,000",467
음악/댄스/가수,Raon Lee,"4,190,000","916,010,000",295
미분류,EA SPORTS FIFA,"4,180,000","793,400,000",792
키즈/어린이,With Kids Playground [위드키즈 놀이터],"4,160,000","1,568,570,000",399
음식/요리/레시피,Cooking tree 쿠킹트리,"4,160,000","378,570,000","1,133"
음식/요리/레시피,[Dorothy]도로시,"4,150,000","986,590,000",905
TV/방송,JTBC Drama,"4,120,000","4,209,790,000","22,560"
애완/반려동물,SBS TV동물농장x애니멀봐,"4,120,000","3,749,110,000","3,002"
음식/요리/레시피,tzuyang쯔양,"4,110,000","507,270,000",236
음악/댄스/가수,NCT,"4,100,000","270,620,000",218
BJ/인물/연예인,영국남자 Korean Englishman,"4,100,000","1,335,180,000",432
음식/요리/레시피,까니짱 [ G-NI ],"4,080,000","1,034,710,000",482
키즈/어린이,로미유 스토리[Romiyu Story],"4,080,000","1,065,570,000",433
음악/댄스/가수,NCT DREAM,"3,860,000","374,220,000",228
BJ/인물/연예인,허팝Heopop,"3,810,000","3,138,920,000","1,847"
취미/라이프,JaeYeol ASMR 재열,"3,800,000","1,011,540,000",970
애완/반려동물,크림히어로즈,"3,800,000","1,374,770,000",940
BJ/인물/연예인,워크맨-Workman,"3,780,000","679,370,000",141
BJ/인물/연예인,waveya 2011,"3,730,000","1,346,280,000",702
키즈/어린이,Lime Tube[라임튜브],"3,730,000","2,595,420,000","1,723"
음악/댄스/가수,WINNER,"3,730,000","1,171,260,000",428
키즈/어린이,CoCosToy 꼬꼬스토이,"3,650,000","2,047,420,000",779
음악/댄스/가수,백현 Baekhyun,"3,620,000","49,460,000",20
키즈/어린이,Milana FamilyShow[EN],"3,620,000","976,470,000",185
음악/댄스/가수,NCT 127,"3,570,000","303,910,000",185
BJ/인물/연예인,ARTBEAT,"3,560,000","873,900,000","1,069"
TV/방송,TV-People,"3,500,000","3,914,070,000","17,719"
TV/방송,채널 십오야,"3,490,000","650,630,000",451
TV/방송,KBS Drama,"3,470,000","4,261,110,000","114,095"
회사/오피셜,Billboard,"3,360,000","1,126,010,000","6,654"
키즈/어린이,리월드RIWORLD,"3,330,000","1,299,830,000",334
취미/라이프,drawholic,"3,320,000","362,170,000",348
키즈/어린이,제이제이 튜브 [JJ Tube],"3,290,000","2,060,280,000",497
음악/댄스/가수,KARD,"3,280,000","596,470,000",312
키즈/어린이,EBS 키즈,"3,280,000","4,065,870,000","18,883"
TV/방송,솔라시도 solarsido,"3,270,000","200,830,000",246
TV/방송,tvN,"3,260,000","4,677,550,000","59,409"
TV/방송,딩고 뮤직 / dingo music,"3,230,000","1,168,960,000","1,526"
음악/댄스/가수,(G)I-DLE (여자)아이들 (Official YouTube Channel),"3,210,000","954,190,000",199
키즈/어린이,MariAndToys,"3,160,000","565,180,000",188
키즈/어린이,럭키강이 LuckyKang i,"3,110,000","1,328,760,000","1,212"
키즈/어린이,키즈팡TV,"3,080,000","1,922,650,000","1,833"
음악/댄스/가수,imlisarhee,"3,080,000","423,180,000",547
스포츠/운동,피지컬갤러리,"3,060,000","484,720,000",592
키즈/어린이,카 로봇 Car Robot,"3,010,000","1,770,000,000","3,519"
음식/요리/레시피,FRAN,"2,970,000","939,540,000","1,271"
음식/요리/레시피,유디티TV,"2,950,000","594,930,000",992
취미/라이프,사나고 Sanago,"2,940,000","374,490,000",140
영화/만화/애니,장삐쭈,"2,940,000","1,297,850,000",365
취미/라이프,Thankyou BUBU,"2,930,000","459,890,000",134
TV/방송,tvN D ENT,"2,920,000","5,160,560,000","14,702"
음악/댄스/가수,ROSÉ Official,"2,910,000","11,800,000",3
음악/댄스/가수,새송 Saesong,"2,900,000","285,660,000",247
음식/요리/레시피,5 분 Tricks,"2,890,000","1,018,550,000","3,080"
음식/요리/레시피,양수빈,"2,840,000","499,490,000",224
TV/방송,옛드 : 옛날 드라마 [드라맛집],"2,800,000","4,960,030,000","45,915"
취미/라이프,odg,"2,740,000","441,000,000",113
음식/요리/레시피,한세HANSE,"2,740,000","374,620,000",569
키즈/어린이,미니팡TV,"2,730,000","1,981,460,000",557
음악/댄스/가수,STUDIO CHOOM [스튜디오 춤],"2,710,000","990,710,000",617
TV/방송,JTBC Voyage,"2,690,000","3,034,300,000","6,811"
취미/라이프,팬케이Pan K The Pancake Artist,"2,680,000","789,500,000",541
키즈/어린이,헤이지니 Hey Jini,"2,640,000","1,624,820,000","1,149"
음악/댄스/가수,JAY PARK,"2,630,000","648,070,000",137
음식/요리/레시피,나도Nado,"2,600,000","667,200,000",681
TV/방송,PLAYLIST ORIGINALS 플레이리스트 오리지널,"2,570,000","957,360,000",659
뉴스/정치/사회,TVCHOSUN - TV조선,"2,560,000","4,199,500,000","64,268"
TV/방송,런닝맨 - 스브스 공식 채널,"2,540,000","3,260,400,000","53,502"
음악/댄스/가수,HyunA,"2,520,000","301,800,000",58
음악/댄스/가수,AKMU,"2,520,000","618,410,000",148
뉴스/정치/사회,YTN news,"2,500,000","5,462,390,000","553,462"
취미/라이프,ASMR PPOMO,"2,500,000","660,220,000",421
키즈/어린이,ToyFamily,"2,470,000","360,000",38
음악/댄스/가수,GIRLS' GENERATION,"2,440,000","142,410,000",75
키즈/어린이,보라미TV BoramiTV,"2,410,000","827,720,000",594
음식/요리/레시피,지현꿍,"2,400,000","193,420,000",80
게임,도티 TV,"2,380,000","2,665,130,000","3,238"
BJ/인물/연예인,와썹맨-Wassup Man,"2,340,000","310,890,000",177
음악/댄스/가수,United CUBE (CUBE Entertainment Official YouTube Channel),"2,330,000","716,520,000","1,556"
미분류,Lizzo Music,"2,320,000","920,540,000",71
음악/댄스/가수,창현,"2,310,000","274,550,000",753
TV/방송,ATEEZ,"2,300,000","225,300,000",304
TV/방송,EBSDocumentary (EBS 다큐),"2,290,000","2,060,950,000","28,246"
BJ/인물/연예인,VIVA DANCE STUDIO,"2,250,000","390,200,000","2,023"
패션/미용,RISABAE,"2,240,000","260,820,000",363
음악/댄스/가수,여자친구 GFRIEND OFFICIAL,"2,230,000","429,590,000",515
BJ/인물/연예인,JOLLY,"2,230,000","491,150,000",333
영화/만화/애니,총몇명,"2,220,000","752,300,000",301
음악/댄스/가수,Jessi,"2,210,000","310,800,000",44
BJ/인물/연예인,흔한남매,"2,210,000","2,067,840,000",768
패션/미용,미지우 MEJIWOO,"2,200,000","31,320,000",28
BJ/인물/연예인,진용진,"2,200,000","622,610,000",409
키즈/어린이,또봇 V · 메탈리온 [Tobot V · Metalions],"2,190,000","2,703,730,000","1,858"
키즈/어린이,MariAndFriends,"2,190,000","1,443,280,000","1,742"
음악/댄스/가수,채널 NCT MUSIC,"2,180,000","157,830,000",29
BJ/인물/연예인,엔조이커플enjoycouple,"2,180,000","751,240,000",518
키즈/어린이,꼬마버스 타요,"2,170,000","1,687,010,000","2,243"
음식/요리/레시피,애정 Aejeong,"2,170,000","329,570,000",393
음악/댄스/가수,SHINee,"2,170,000","187,610,000",138
음식/요리/레시피,꿀키honeykki,"2,170,000","266,680,000",424
음악/댄스/가수,official IZ*ONE,"2,160,000","532,940,000",270
BJ/인물/연예인,해그린달 haegreendal,"2,160,000","87,400,000",59
BJ/인물/연예인,International Couple[사샤와 제이],"2,160,000","226,900,000",142
음악/댄스/가수,채널 NCT DANCE,"2,140,000","184,320,000",42
키즈/어린이,Boys Playtime,"2,140,000","1,009,670,000",415
해외,The Wiggles,"2,120,000","2,555,520,000",621
음악/댄스/가수,SUPER JUNIOR,"2,120,000","95,120,000",186
TV/방송,스브스 예능맛집,"2,110,000","1,586,420,000","3,418"
미분류,MONSTA X,"2,100,000","234,650,000",41
뉴스/정치/사회,SBS Catch,"2,100,000","1,970,810,000","3,208"
게임,감스트GAMST,"2,100,000","1,403,920,000","4,461"
음식/요리/레시피,푸드킹덤 Food Kingdom,"2,090,000","744,530,000",797
음악/댄스/가수,4Minute 포미닛(Official YouTube Channel),"2,090,000","1,236,000,000",82
미분류,김종국 GYM JONG KOOK,"2,080,000","54,080,000",10
음식/요리/레시피,ZOEY ASMR 조이,"2,070,000","475,380,000",606
영화/만화/애니,레이디버그TV,"2,070,000","1,087,450,000",325
BJ/인물/연예인,공대생 변승주 DS,"2,070,000","1,380,720,000","1,438"
애완/반려동물,수리노을SuriNoel,"2,060,000","706,770,000","1,036"
음악/댄스/가수,OfficialGDRAGON,"2,050,000","53,640,000",0
교육/강의,디바제시카DeevaJessica,"2,040,000","838,520,000","2,939"
음악/댄스/가수,The K-POP,"2,030,000","573,000,000","7,342"
TV/방송,퇴경아 약먹자,"2,030,000","334,700,000",653
TV/방송,보길 bogil,"2,000,000","792,590,000","1,096"
키즈/어린이,"토닥토닥 꼬모 - 애니메이션, 동요, 놀이","2,000,000","2,317,800,000",828
키즈/어린이,캐리TV 장난감친구들,"2,000,000","2,638,540,000","2,661"
키즈/어린이,[wonderkids TV] 원더키즈 TV,"1,980,000","872,480,000",918
음식/요리/레시피,흥삼이네 Heungsam's Family,"1,980,000","983,490,000","1,371"
키즈/어린이,Toy Wizard [토이위자드],"1,970,000","721,130,000",643
교육/강의,올리버쌤,"1,970,000","485,880,000",610
음악/댄스/가수,헨리 Henry Lau,"1,950,000","162,710,000",169
게임,잠뜰 TV,"1,950,000","2,450,580,000","2,791"
음악/댄스/가수,woolliment,"1,930,000","739,800,000",750
음악/댄스/가수,EXID_OFFICIAL,"1,920,000","638,740,000",332
음식/요리/레시피,JerryPop,"1,920,000","687,320,000",414
음악/댄스/가수,CHEN,"1,910,000","30,750,000",10
키즈/어린이,뉴욕이네 (뉴욕이랑 놀자),"1,910,000","858,360,000",702
미분류,THEBLACKLABEL,"1,900,000","300,080,000",74
음식/요리/레시피,도남이먹방Donam,"1,900,000","607,670,000",792
미분류,GoogleDoodles,"1,890,000","409,100,000",104
교육/강의,The World of Dave데이브,"1,890,000","449,330,000",625
애완/반려동물,밀키복이탄이MilkyBokiTan,"1,880,000","543,920,000",355
TV/방송,tvN D STUDIO,"1,860,000","533,560,000",980
IT/기술/컴퓨터,ITSub잇섭,"1,840,000","558,680,000",784
음악/댄스/가수,셀프어쿠스틱selfacoustic,"1,800,000","413,560,000",150
TV/방송,아는형님 Knowingbros,"1,790,000","718,970,000","1,353"
음악/댄스/가수,ARIRANG K-POP,"1,780,000","711,510,000","27,663"
뉴스/정치/사회,SBS 뉴스,"1,780,000","2,672,520,000","111,308"
음식/요리/레시피,ASMR Suna 꿀꿀선아,"1,780,000","420,340,000",320
뉴스/정치/사회,채널A,"1,770,000","2,031,230,000","21,556"
키즈/어린이,Dollightful,"1,760,000","267,400,000",146
게임,악동 김블루,"1,760,000","961,930,000",755
키즈/어린이,꾹TV(Kkuk TV),"1,760,000","1,019,690,000","1,369"
음식/요리/레시피,FoodieBoy 푸디보이,"1,750,000","618,680,000","1,118"
취미/라이프,Imaginative Guy,"1,740,000","551,010,000",109
스포츠/운동,Allblanc TV,"1,730,000","187,780,000",328
음악/댄스/가수,A-YEON,"1,730,000","202,390,000",58
음악/댄스/가수,DAY6,"1,730,000","243,710,000",329
음악/댄스/가수,BTOB 비투비 (Official YouTube Channel),"1,720,000","395,870,000",493
IT/기술/컴퓨터,밝은 면 Bright Side Korea,"1,720,000","444,580,000","3,202"
뉴스/정치/사회,JTBC News,"1,710,000","2,399,540,000","116,376"
음식/요리/레시피,입짧은햇님,"1,710,000","662,420,000","2,436"
BJ/인물/연예인,보물섬,"1,710,000","1,084,950,000",435
음악/댄스/가수,비몽,"1,700,000","892,900,000","4,577"
음악/댄스/가수,MLD ENTERTAINMENT,"1,700,000","655,900,000",573
패션/미용,Wishtrend TV,"1,690,000","142,510,000",814
게임,양띵 유튜브,"1,690,000","1,883,890,000","7,237"
애완/반려동물,내셔널지오그래픽 - National Geographic Korea,"1,680,000","721,060,000","2,994"
패션/미용,조효진 HYOJIN,"1,670,000","157,520,000",296
음악/댄스/가수,loonatheworld,"1,660,000","580,160,000","1,013"
게임,대도서관TV (buzzbean11),"1,660,000","1,419,010,000","9,316"
영화/만화/애니,고몽,"1,660,000","689,370,000",445
TV/방송,dingo freestyle,"1,650,000","917,580,000",917
애완/반려동물,슈앤트리 SHU AND TREE,"1,650,000","351,710,000",348
교육/강의,슈카월드,"1,640,000","237,770,000",898
음식/요리/레시피,슈기님,"1,630,000","629,260,000","1,414"
키즈/어린이,캐릭온 TV,"1,620,000","1,713,090,000",738
음식/요리/레시피,HONG SOUND,"1,620,000","372,230,000",994
음악/댄스/가수,GOT7,"1,600,000","20,260,000",3
패션/미용,Leesuhyun,"1,600,000","72,370,000",101
BJ/인물/연예인,더블비,"1,600,000","918,680,000",449
TV/방송,콬TV,"1,600,000","527,920,000",742
영화/만화/애니,짤툰,"1,590,000","798,800,000",387
음악/댄스/가수,DJ SODA OFFICIAL,"1,590,000","220,220,000",153
스포츠/운동,SPOTV,"1,590,000","1,329,960,000","40,087"
게임,뜨뜨뜨뜨,"1,590,000","716,840,000","1,443"
음식/요리/레시피,최고다윽박EUGBAK,"1,590,000","855,280,000","1,532"
음악/댄스/가수,PENTAGON 펜타곤 (Official YouTube Channel),"1,570,000","214,890,000",361
음악/댄스/가수,OfficialLEEHI,"1,570,000","329,330,000",94
키즈/어린이,덕대-DD film,"1,570,000","742,430,000","1,591"
주식/경제/부동산,신사임당,"1,560,000","203,330,000",966
음악/댄스/가수,NU'EST,"1,560,000","227,760,000",610
뉴스/정치/사회,EBSCulture (EBS 교양),"1,550,000","1,164,180,000","41,161"
음악/댄스/가수,THE BOYZ,"1,540,000","252,260,000",482
음악/댄스/가수,버블디아,"1,530,000","399,540,000","1,190"
TV/방송,조재원,"1,530,000","391,600,000",273
음식/요리/레시피,Chihun ASMR 치훈,"1,520,000","260,030,000",397
키즈/어린이,Edu car toy school,"1,520,000","789,680,000","1,260"
키즈/어린이,유라야놀자(Let's play YURA),"1,520,000","1,577,430,000","1,396"
패션/미용,ssin 씬님,"1,520,000","435,900,000",689
미분류,GH'S,"1,510,000","689,450,000",95
TV/방송,KBS 한국방송,"1,510,000","1,410,610,000","28,052"
음식/요리/레시피,ETTV 이티티비,"1,510,000","635,980,000","1,017"
키즈/어린이,지니키즈 Genikids (인기 동요・동화),"1,510,000","1,176,610,000","1,209"
게임,태경 TV,"1,510,000","2,172,690,000","2,510"
게임,김재원의 즐거운 세상,"1,510,000","1,602,360,000","1,786"
음악/댄스/가수,DOJIN도진이,"1,500,000","78,450,000",47
뉴스/정치/사회,MBCNEWS,"1,500,000","3,383,580,000","115,414"
TV/방송,문명특급 - MMTG,"1,490,000","308,250,000",227
키즈/어린이,브라보키즈_BRAVO KIDS,"1,490,000","1,536,130,000","1,755"
주식/경제/부동산,삼프로TV_경제의신과함께,"1,490,000","398,970,000","5,344"
TV/방송,MBN Entertainment,"1,470,000","1,471,390,000","36,196"
음식/요리/레시피,승우아빠,"1,470,000","413,280,000",583
음악/댄스/가수,Daily Busking,"1,470,000","585,570,000",966
음식/요리/레시피,[Nareum_TV] 나름TV,"1,470,000","529,230,000",792
영화/만화/애니,지무비 : G Movie,"1,470,000","496,230,000",236
BJ/인물/연예인,웃소 Wootso,"1,460,000","1,345,580,000",681
음악/댄스/가수,FNCEnt,"1,450,000","301,830,000","1,427"
음악/댄스/가수,Chuther츄더[문에스더],"1,450,000","197,430,000",139
음식/요리/레시피,ARIKITCHEN (아리키친),"1,450,000","344,590,000",444
뉴스/정치/사회,KBS Drama Classic,"1,440,000","1,317,370,000","9,407"
게임,T1 Faker,"1,440,000","263,330,000","1,196"
TV/방송,"안구정화TV, Your Korean Friend","1,440,000","115,280,000",158
뉴스/정치/사회,진성호방송,"1,440,000","1,670,840,000","7,642"
취미/라이프,피식대학Psick Univ,"1,430,000","350,800,000",368
